scenario_key,layer_key,demand_key,hub_rank,facility_index,facility_id,hub_name,facility,capacity,idle_score,lat,lon,new_hotspot_cells,cumulative_hotspot_cells,cumulative_coverage_pct,layer_label,demand_label
A0O0N0R1W0__B1C0D1,A0O0N0R1W0,B1C0D1,4,161,205-3-000001,성남시청 부설주차장,주차장,1184,1.0,37.420178,127.12628,12,48,3.52,로봇 접근성(Ra),기업수요지수 + 상권활력지수
A0O0N0R1W0__B1C0D1,A0O0N0R1W0,B1C0D1,5,166,206-3-000003,서현도서관 부설주차장,주차장,180,1.0,37.383542,127.13244,11,59,4.33,로봇 접근성(Ra),기업수요지수 + 상권활력지수
A0O0N0R1W0__B1C0D1,A0O0N0R1W0,B1C0D1,6,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,70,5.14,로봇 접근성(Ra),기업수요지수 + 상권활력지수
A0O0N0R1W0__B1C0D1,A0O0N0R1W0,B1C0D1,7,145,206-2-000007,정자역환승,주차장,208,1.0,37.365753,127.107329,11,81,5.95,로봇 접근성(Ra),기업수요지수 + 상권활력지수
A0O0N0R1W0__B1C0D1,A0O0N0R1W0,B1C0D1,8,158,206-2-000022,운중동공영주차장,주차장,235,1.0,37.390875,127.0779,11,92,6.75,로봇 접근성(Ra),기업수요지수 + 상권활력지수
A0O0N0R1W0__B1C0D1,A0O0N0R1W0,B1C0D1,9,75,204-2-000010,복정 제3공영,주차장,284,1.0,37.461738,127.127224,11,103,7.56,로봇 접근성(Ra),기업수요지수 + 상권활력지수
A0O0N0R1W0__B1C0D1,A0O0N0R1W0,B1C0D1,10,168,206-3-000005,판교도서관,주차장,95,1.0,37.391898,127.090871,11,114,8.37,로봇 접근성(Ra),기업수요지수 + 상권활력지수
A0O0N0R1W0__B1C1D0,A0O0N0R1W0,B1C1D0,1,39,205-1-000040,중상41,주차장,17,0.9709680031323588,37.431318,127.169267,12,12,0.93,로봇 접근성(Ra),기업수요지수 + 소비력지수
A0O0N0R1W0__B1C1D0,A0O0N0R1W0,B1C1D0,2,169,206-3-000006,판교어린이도서관,주차장,70,1.0,37.387525,127.107668,12,24,1.86,로봇 접근성(Ra),기업수요지수 + 소비력지수
A0O0N0R1W0__B1C1D0,A0O0N0R1W0,B1C1D0,3,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,12,36,2.8,로봇 접근성(Ra),기업수요지수 + 소비력지수
A0O0N0R1W0__B1C1D0,A0O0N0R1W0,B1C1D0,4,166,206-3-000003,서현도서관 부설주차장,주차장,180,1.0,37.383542,127.13244,11,47,3.65,로봇 접근성(Ra),기업수요지수 + 소비력지수
A0O0N0R1W0__B1C1D0,A0O0N0R1W0,B1C1D0,5,168,206-3-000005,판교도서관,주차장,95,1.0,37.391898,127.090871,11,58,4.5,로봇 접근성(Ra),기업수요지수 + 소비력지수
A0O0N0R1W0__B1C1D0,A0O0N0R1W0,B1C1D0,6,145,206-2-000007,정자역환승,주차장,208,1.0,37.365753,127.107329,11,69,5.36,로봇 접근성(Ra),기업수요지수 + 소비력지수
A0O0N0R1W0__B1C1D0,A0O0N0R1W0,B1C1D0,7,158,206-2-000022,운중동공영주차장,주차장,235,1.0,37.390875,127.0779,11,80,6.21,로봇 접근성(Ra),기업수요지수 + 소비력지수
A0O0N0R1W0__B1C1D0,A0O0N0R1W0,B1C1D0,8,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,91,7.07,로봇 접근성(Ra),기업수요지수 + 소비력지수
A0O0N0R1W0__B1C1D0,A0O0N0R1W0,B1C1D0,9,164,206-3-000001,분당구청 부설주차장,주차장,541,1.0,37.382624,127.1189553112,10,101,7.84,로봇 접근성(Ra),기업수요지수 + 소비력지수
A0O0N0R1W0__B1C1D0,A0O0N0R1W0,B1C1D0,10,165,206-3-000002,도서관사업소,주차장,324,1.0,37.403967,127.134723,10,111,8.62,로봇 접근성(Ra),기업수요지수 + 소비력지수
A0O0N0R1W0__B1C1D1,A0O0N0R1W0,B1C1D1,1,169,206-3-000006,판교어린이도서관,주차장,70,1.0,37.387525,127.107668,12,12,0.95,로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W0__B1C1D1,A0O0N0R1W0,B1C1D1,2,39,205-1-000040,중상41,주차장,17,0.9709680031323588,37.431318,127.169267,12,24,1.9,로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W0__B1C1D1,A0O0N0R1W0,B1C1D1,3,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,12,36,2.85,로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W0__B1C1D1,A0O0N0R1W0,B1C1D1,4,166,206-3-000003,서현도서관 부설주차장,주차장,180,1.0,37.383542,127.13244,11,47,3.73,로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W0__B1C1D1,A0O0N0R1W0,B1C1D1,5,145,206-2-000007,정자역환승,주차장,208,1.0,37.365753,127.107329,11,58,4.6,로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W0__B1C1D1,A0O0N0R1W0,B1C1D1,6,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,69,5.47,로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W0__B1C1D1,A0O0N0R1W0,B1C1D1,7,158,206-2-000022,운중동공영주차장,주차장,235,1.0,37.390875,127.0779,11,80,6.34,로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W0__B1C1D1,A0O0N0R1W0,B1C1D1,8,168,206-3-000005,판교도서관,주차장,95,1.0,37.391898,127.090871,11,91,7.22,로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W0__B1C1D1,A0O0N0R1W0,B1C1D1,9,164,206-3-000001,분당구청 부설주차장,주차장,541,1.0,37.382624,127.1189553112,10,101,8.01,로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W0__B1C1D1,A0O0N0R1W0,B1C1D1,10,165,206-3-000002,도서관사업소,주차장,324,1.0,37.403967,127.134723,10,111,8.8,로봇 접근성(Ra),기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W1__B0C0D0,A0O0N0R1W1,B0C0D0,1,46,205-1-000047,중상50,주차장,18,0.9782254477531648,37.428469,127.143157,13,13,0.73,로봇 접근성(Ra) + 기상,선택 없음
A0O0N0R1W1__B0C0D0,A0O0N0R1W1,B0C0D0,2,18,205-1-000019,중상89,주차장,13,0.9611372325876234,37.445631,127.162621,12,25,1.41,로봇 접근성(Ra) + 기상,선택 없음
A0O0N0R1W1__B0C0D0,A0O0N0R1W1,B0C0D0,3,39,205-1-000040,중상41,주차장,17,0.9709680031323588,37.431318,127.169267,12,37,2.09,로봇 접근성(Ra) + 기상,선택 없음
A0O0N0R1W1__B0C0D0,A0O0N0R1W1,B0C0D0,4,42,205-1-000043,중상79하,주차장,74,0.9350523594182064,37.444641,127.176881,12,49,2.77,로봇 접근성(Ra) + 기상,선택 없음
A0O0N0R1W1__B0C0D0,A0O0N0R1W1,B0C0D0,5,54,205-1-000055,중상70-4-5,주차장,10,1.0,37.458714,127.165251,12,61,3.45,로봇 접근성(Ra) + 기상,선택 없음
A0O0N0R1W1__B0C0D0,A0O0N0R1W1,B0C0D0,6,63,205-1-000064,모란2,주차장,24,0.9513031344662622,37.429731,127.125431,12,73,4.12,로봇 접근성(Ra) + 기상,선택 없음
A0O0N0R1W1__B0C0D0,A0O0N0R1W1,B0C0D0,7,71,204-2-000006,산성동 제1,주차장,109,1.0,37.451632,127.152324,12,85,4.8,로봇 접근성(Ra) + 기상,선택 없음
A0O0N0R1W1__B0C0D0,A0O0N0R1W1,B0C0D0,8,84,204-2-000020,태평동 제1,주차장,119,1.0,37.44718,127.129216,12,97,5.48,로봇 접근성(Ra) + 기상,선택 없음
A0O0N0R1W1__B0C0D0,A0O0N0R1W1,B0C0D0,9,93,204-2-000029,수진 제3,주차장,223,1.0,37.438147,127.133322,12,109,6.16,로봇 접근성(Ra) + 기상,선택 없음
A0O0N0R1W1__B0C0D0,A0O0N0R1W1,B0C0D0,10,135,205-2-000031,중앙동제6,주차장,75,1.0,37.439195,127.148499,12,121,6.84,로봇 접근성(Ra) + 기상,선택 없음
A0O0N0R1W1__B0C0D1,A0O0N0R1W1,B0C0D1,1,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,12,12,0.9,로봇 접근성(Ra) + 기상,상권활력지수
A0O0N0R1W1__B0C0D1,A0O0N0R1W1,B0C0D1,2,169,206-3-000006,판교어린이도서관,주차장,70,1.0,37.387525,127.107668,12,24,1.8,로봇 접근성(Ra) + 기상,상권활력지수
A0O0N0R1W1__B0C0D1,A0O0N0R1W1,B0C0D1,3,161,205-3-000001,성남시청 부설주차장,주차장,1184,1.0,37.420178,127.12628,12,36,2.69,로봇 접근성(Ra) + 기상,상권활력지수
A0O0N0R1W1__B0C0D1,A0O0N0R1W1,B0C0D1,4,39,205-1-000040,중상41,주차장,17,0.9709680031323588,37.431318,127.169267,12,48,3.59,로봇 접근성(Ra) + 기상,상권활력지수
A0O0N0R1W1__B0C0D1,A0O0N0R1W1,B0C0D1,5,166,206-3-000003,서현도서관 부설주차장,주차장,180,1.0,37.383542,127.13244,11,59,4.42,로봇 접근성(Ra) + 기상,상권활력지수
A0O0N0R1W1__B0C0D1,A0O0N0R1W1,B0C0D1,6,63,205-1-000064,모란2,주차장,24,0.9513031344662622,37.429731,127.125431,11,70,5.24,로봇 접근성(Ra) + 기상,상권활력지수
A0O0N0R1W1__B0C0D1,A0O0N0R1W1,B0C0D1,7,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,81,6.06,로봇 접근성(Ra) + 기상,상권활력지수
A0O0N0R1W1__B0C0D1,A0O0N0R1W1,B0C0D1,8,145,206-2-000007,정자역환승,주차장,208,1.0,37.365753,127.107329,11,92,6.89,로봇 접근성(Ra) + 기상,상권활력지수
A0O0N0R1W1__B0C0D1,A0O0N0R1W1,B0C0D1,9,158,206-2-000022,운중동공영주차장,주차장,235,1.0,37.390875,127.0779,11,103,7.71,로봇 접근성(Ra) + 기상,상권활력지수
A0O0N0R1W1__B0C0D1,A0O0N0R1W1,B0C0D1,10,42,205-1-000043,중상79하,주차장,74,0.9350523594182064,37.444641,127.176881,11,114,8.53,로봇 접근성(Ra) + 기상,상권활력지수
A0O0N0R1W1__B0C1D0,A0O0N0R1W1,B0C1D0,1,169,206-3-000006,판교어린이도서관,주차장,70,1.0,37.387525,127.107668,12,12,0.91,로봇 접근성(Ra) + 기상,소비력지수
A0O0N0R1W1__B0C1D0,A0O0N0R1W1,B0C1D0,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,12,24,1.82,로봇 접근성(Ra) + 기상,소비력지수
A0O0N0R1W1__B0C1D0,A0O0N0R1W1,B0C1D0,3,140,206-2-000002,야탑 제1환승,주차장,111,1.0,37.412069,127.129173,12,36,2.73,로봇 접근성(Ra) + 기상,소비력지수
A0O0N0R1W1__B0C1D0,A0O0N0R1W1,B0C1D0,4,168,206-3-000005,판교도서관,주차장,95,1.0,37.391898,127.090871,11,47,3.57,로봇 접근성(Ra) + 기상,소비력지수
A0O0N0R1W1__B0C1D0,A0O0N0R1W1,B0C1D0,5,158,206-2-000022,운중동공영주차장,주차장,235,1.0,37.390875,127.0779,11,58,4.4,로봇 접근성(Ra) + 기상,소비력지수
A0O0N0R1W1__B0C1D0,A0O0N0R1W1,B0C1D0,6,145,206-2-000007,정자역환승,주차장,208,1.0,37.365753,127.107329,11,69,5.24,로봇 접근성(Ra) + 기상,소비력지수
A0O0N0R1W1__B0C1D0,A0O0N0R1W1,B0C1D0,7,166,206-3-000003,서현도서관 부설주차장,주차장,180,1.0,37.383542,127.13244,11,80,6.07,로봇 접근성(Ra) + 기상,소비력지수
A0O0N0R1W1__B0C1D0,A0O0N0R1W1,B0C1D0,8,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,91,6.9,로봇 접근성(Ra) + 기상,소비력지수
A0O0N0R1W1__B0C1D0,A0O0N0R1W1,B0C1D0,9,149,206-2-000011,수내역환승,주차장,526,1.0,37.379279,127.118856,10,101,7.66,로봇 접근성(Ra) + 기상,소비력지수
A0O0N0R1W1__B0C1D0,A0O0N0R1W1,B0C1D0,10,148,206-2-000010,수내동,주차장,129,1.0,37.366796,127.127962,10,111,8.42,로봇 접근성(Ra) + 기상,소비력지수
A0O0N0R1W1__B0C1D1,A0O0N0R1W1,B0C1D1,1,169,206-3-000006,판교어린이도서관,주차장,70,1.0,37.387525,127.107668,12,12,0.91,로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수
A0O0N0R1W1__B0C1D1,A0O0N0R1W1,B0C1D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,12,24,1.82,로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수
A0O0N0R1W1__B0C1D1,A0O0N0R1W1,B0C1D1,3,140,206-2-000002,야탑 제1환승,주차장,111,1.0,37.412069,127.129173,12,36,2.73,로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수
A0O0N0R1W1__B0C1D1,A0O0N0R1W1,B0C1D1,4,165,206-3-000002,도서관사업소,주차장,324,1.0,37.403967,127.134723,12,48,3.64,로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수
A0O0N0R1W1__B0C1D1,A0O0N0R1W1,B0C1D1,5,166,206-3-000003,서현도서관 부설주차장,주차장,180,1.0,37.383542,127.13244,11,59,4.47,로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수
A0O0N0R1W1__B0C1D1,A0O0N0R1W1,B0C1D1,6,145,206-2-000007,정자역환승,주차장,208,1.0,37.365753,127.107329,11,70,5.31,로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수
A0O0N0R1W1__B0C1D1,A0O0N0R1W1,B0C1D1,7,168,206-3-000005,판교도서관,주차장,95,1.0,37.391898,127.090871,11,81,6.14,로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수
A0O0N0R1W1__B0C1D1,A0O0N0R1W1,B0C1D1,8,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,92,6.97,로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수
A0O0N0R1W1__B0C1D1,A0O0N0R1W1,B0C1D1,9,158,206-2-000022,운중동공영주차장,주차장,235,1.0,37.390875,127.0779,11,103,7.81,로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수
A0O0N0R1W1__B0C1D1,A0O0N0R1W1,B0C1D1,10,161,205-3-000001,성남시청 부설주차장,주차장,1184,1.0,37.420178,127.12628,11,114,8.64,로봇 접근성(Ra) + 기상,소비력지수 + 상권활력지수
A0O0N0R1W1__B1C0D0,A0O0N0R1W1,B1C0D0,1,39,205-1-000040,중상41,주차장,17,0.9709680031323588,37.431318,127.169267,12,12,0.95,로봇 접근성(Ra) + 기상,기업수요지수
A0O0N0R1W1__B1C0D0,A0O0N0R1W1,B1C0D0,2,169,206-3-000006,판교어린이도서관,주차장,70,1.0,37.387525,127.107668,12,24,1.91,로봇 접근성(Ra) + 기상,기업수요지수
A0O0N0R1W1__B1C0D0,A0O0N0R1W1,B1C0D0,3,166,206-3-000003,서현도서관 부설주차장,주차장,180,1.0,37.383542,127.13244,11,35,2.78,로봇 접근성(Ra) + 기상,기업수요지수
A0O0N0R1W1__B1C0D0,A0O0N0R1W1,B1C0D0,4,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,46,3.66,로봇 접근성(Ra) + 기상,기업수요지수
A0O0N0R1W1__B1C0D0,A0O0N0R1W1,B1C0D0,5,75,204-2-000010,복정 제3공영,주차장,284,1.0,37.461738,127.127224,11,57,4.53,로봇 접근성(Ra) + 기상,기업수요지수
A0O0N0R1W1__B1C0D0,A0O0N0R1W1,B1C0D0,6,158,206-2-000022,운중동공영주차장,주차장,235,1.0,37.390875,127.0779,11,68,5.41,로봇 접근성(Ra) + 기상,기업수요지수
A0O0N0R1W1__B1C0D0,A0O0N0R1W1,B1C0D0,7,168,206-3-000005,판교도서관,주차장,95,1.0,37.391898,127.090871,11,79,6.28,로봇 접근성(Ra) + 기상,기업수요지수
A0O0N0R1W1__B1C0D0,A0O0N0R1W1,B1C0D0,8,127,205-2-000021,상대원 제1,주차장,234,1.0,37.438909,127.168461,10,89,7.07,로봇 접근성(Ra) + 기상,기업수요지수
A0O0N0R1W1__B1C0D0,A0O0N0R1W1,B1C0D0,9,76,204-2-000011,복정 제4공영,주차장,196,1.0,37.454669,127.129084,10,99,7.87,로봇 접근성(Ra) + 기상,기업수요지수
A0O0N0R1W1__B1C0D0,A0O0N0R1W1,B1C0D0,10,42,205-1-000043,중상79하,주차장,74,0.9350523594182064,37.444641,127.176881,9,108,8.59,로봇 접근성(Ra) + 기상,기업수요지수
A0O0N0R1W1__B1C0D1,A0O0N0R1W1,B1C0D1,1,39,205-1-000040,중상41,주차장,17,0.9709680031323588,37.431318,127.169267,12,12,0.88,로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수
A0O0N0R1W1__B1C0D1,A0O0N0R1W1,B1C0D1,2,169,206-3-000006,판교어린이도서관,주차장,70,1.0,37.387525,127.107668,12,24,1.76,로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수
A0O0N0R1W1__B1C0D1,A0O0N0R1W1,B1C0D1,3,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,12,36,2.64,로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수
A0O0N0R1W1__B1C0D1,A0O0N0R1W1,B1C0D1,4,161,205-3-000001,성남시청 부설주차장,주차장,1184,1.0,37.420178,127.12628,12,48,3.52,로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수
A0O0N0R1W1__B1C0D1,A0O0N0R1W1,B1C0D1,5,166,206-3-000003,서현도서관 부설주차장,주차장,180,1.0,37.383542,127.13244,11,59,4.33,로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수
A0O0N0R1W1__B1C0D1,A0O0N0R1W1,B1C0D1,6,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,70,5.14,로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수
A0O0N0R1W1__B1C0D1,A0O0N0R1W1,B1C0D1,7,145,206-2-000007,정자역환승,주차장,208,1.0,37.365753,127.107329,11,81,5.95,로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수
A0O0N0R1W1__B1C0D1,A0O0N0R1W1,B1C0D1,8,158,206-2-000022,운중동공영주차장,주차장,235,1.0,37.390875,127.0779,11,92,6.75,로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수
A0O0N0R1W1__B1C0D1,A0O0N0R1W1,B1C0D1,9,75,204-2-000010,복정 제3공영,주차장,284,1.0,37.461738,127.127224,11,103,7.56,로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수
A0O0N0R1W1__B1C0D1,A0O0N0R1W1,B1C0D1,10,168,206-3-000005,판교도서관,주차장,95,1.0,37.391898,127.090871,11,114,8.37,로봇 접근성(Ra) + 기상,기업수요지수 + 상권활력지수
A0O0N0R1W1__B1C1D0,A0O0N0R1W1,B1C1D0,1,39,205-1-000040,중상41,주차장,17,0.9709680031323588,37.431318,127.169267,12,12,0.93,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수
A0O0N0R1W1__B1C1D0,A0O0N0R1W1,B1C1D0,2,169,206-3-000006,판교어린이도서관,주차장,70,1.0,37.387525,127.107668,12,24,1.86,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수
A0O0N0R1W1__B1C1D0,A0O0N0R1W1,B1C1D0,3,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,12,36,2.8,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수
A0O0N0R1W1__B1C1D0,A0O0N0R1W1,B1C1D0,4,166,206-3-000003,서현도서관 부설주차장,주차장,180,1.0,37.383542,127.13244,11,47,3.65,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수
A0O0N0R1W1__B1C1D0,A0O0N0R1W1,B1C1D0,5,168,206-3-000005,판교도서관,주차장,95,1.0,37.391898,127.090871,11,58,4.5,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수
A0O0N0R1W1__B1C1D0,A0O0N0R1W1,B1C1D0,6,145,206-2-000007,정자역환승,주차장,208,1.0,37.365753,127.107329,11,69,5.36,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수
A0O0N0R1W1__B1C1D0,A0O0N0R1W1,B1C1D0,7,158,206-2-000022,운중동공영주차장,주차장,235,1.0,37.390875,127.0779,11,80,6.21,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수
A0O0N0R1W1__B1C1D0,A0O0N0R1W1,B1C1D0,8,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,91,7.07,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수
A0O0N0R1W1__B1C1D0,A0O0N0R1W1,B1C1D0,9,164,206-3-000001,분당구청 부설주차장,주차장,541,1.0,37.382624,127.1189553112,10,101,7.84,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수
A0O0N0R1W1__B1C1D0,A0O0N0R1W1,B1C1D0,10,165,206-3-000002,도서관사업소,주차장,324,1.0,37.403967,127.134723,10,111,8.62,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수
A0O0N0R1W1__B1C1D1,A0O0N0R1W1,B1C1D1,1,169,206-3-000006,판교어린이도서관,주차장,70,1.0,37.387525,127.107668,12,12,0.95,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W1__B1C1D1,A0O0N0R1W1,B1C1D1,2,39,205-1-000040,중상41,주차장,17,0.9709680031323588,37.431318,127.169267,12,24,1.9,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W1__B1C1D1,A0O0N0R1W1,B1C1D1,3,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,12,36,2.85,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W1__B1C1D1,A0O0N0R1W1,B1C1D1,4,166,206-3-000003,서현도서관 부설주차장,주차장,180,1.0,37.383542,127.13244,11,47,3.73,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W1__B1C1D1,A0O0N0R1W1,B1C1D1,5,145,206-2-000007,정자역환승,주차장,208,1.0,37.365753,127.107329,11,58,4.6,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W1__B1C1D1,A0O0N0R1W1,B1C1D1,6,170,206-3-000007,구미도서관,주차장,71,1.0,37.345532,127.107689,11,69,5.47,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W1__B1C1D1,A0O0N0R1W1,B1C1D1,7,158,206-2-000022,운중동공영주차장,주차장,235,1.0,37.390875,127.0779,11,80,6.34,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W1__B1C1D1,A0O0N0R1W1,B1C1D1,8,168,206-3-000005,판교도서관,주차장,95,1.0,37.391898,127.090871,11,91,7.22,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W1__B1C1D1,A0O0N0R1W1,B1C1D1,9,164,206-3-000001,분당구청 부설주차장,주차장,541,1.0,37.382624,127.1189553112,10,101,8.01,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A0O0N0R1W1__B1C1D1,A0O0N0R1W1,B1C1D1,10,165,206-3-000002,도서관사업소,주차장,324,1.0,37.403967,127.134723,10,111,8.8,로봇 접근성(Ra) + 기상,기업수요지수 + 소비력지수 + 상권활력지수
A0O0N1R0W0__B0C0D0,A0O0N1R0W0,B0C0D0,1,39,205-1-000040,중상41,주차장,17,0.9709680031323588,37.431318,127.169267,13,13,0.67,소음 민감,선택 없음
A0O0N1R0W0__B0C0D0,A0O0N1R0W0,B0C0D0,2,46,205-1-000047,중상50,주차장,18,0.9782254477531648,37.428469,127.143157,13,26,1.34,소음 민감,선택 없음
A0O0N1R0W0__B0C0D0,A0O0N1R0W0,B0C0D0,3,18,205-1-000019,중상89,주차장,13,0.9611372325876234,37.445631,127.162621,12,38,1.95,소음 민감,선택 없음
A0O0N1R0W0__B0C0D0,A0O0N1R0W0,B0C0D0,4,42,205-1-000043,중상79하,주차장,74,0.9350523594182064,37.444641,127.176881,12,50,2.57,소음 민감,선택 없음
A0O0N1R0W0__B0C0D0,A0O0N1R0W0,B0C0D0,5,54,205-1-000055,중상70-4-5,주차장,10,1.0,37.458714,127.165251,12,62,3.18,소음 민감,선택 없음
A0O0N1R0W0__B0C0D0,A0O0N1R0W0,B0C0D0,6,58,205-1-000059,중상60-63,주차장,14,1.0,37.431331,127.157281,12,74,3.8,소음 민감,선택 없음
A0O0N1R0W0__B0C0D0,A0O0N1R0W0,B0C0D0,7,63,205-1-000064,모란2,주차장,24,0.9513031344662622,37.429731,127.125431,12,86,4.42,소음 민감,선택 없음
A0O0N1R0W0__B0C0D0,A0O0N1R0W0,B0C0D0,8,71,204-2-000006,산성동 제1,주차장,109,1.0,37.451632,127.152324,12,98,5.03,소음 민감,선택 없음
A0O0N1R0W0__B0C0D0,A0O0N1R0W0,B0C0D0,9,84,204-2-000020,태평동 제1,주차장,119,1.0,37.44718,127.129216,12,110,5.65,소음 민감,선택 없음
A0O0N1R0W0__B0C0D0,A0O0N1R0W0,B0C0D0,10,93,204-2-000029,수진 제3,주차장,223,1.0,37.438147,127.133322,12,122,6.27,소음 민감,선택 없음
A0O0N1R0W0__B0C0D1,A0O0N1R0W0,B0C0D1,1,39,205-1-000040,중상41,주차장,17,0.9709680031323588,37.431318,127.169267,13,13,0.89,소음 민감,상권활력지수
A0O0N1R0W0__B0C0D1,A0O0N1R0W0,B0C0D1,2,167,206-3-000004,분당도서관 부설주차장,주차장,186,1.0,37.358104,127.11658,12,25,1.72,소음 민감,상권활력지수
A0O0N1R0W0__B0C0D1,A0O0N1R0W0,B0C0D1,3,169,206-3-000006,판교어린이도서관,주차장,70,1.0,37.387525,127.107668,12,37,2.54,소음 민감,상권활력지수
A0O0N1R0W0__B0C0D1,A0O0N1R0W0,B0C0D1,4,161,205-3-000001,성남시청 부설주차장,주차장,1184,1.0,37.420178,127.12628,12,49,3.37,소음 민감,상권활력지수
A0O0N1R0W0__B0C0D1,A0O0N1R0W0,B0C0D1,5,166,206-3-000003,서현도서관 부설주차장,주차장,180,1.0,37.383542,127.13244,11,60,4.12,소음 민감,상권활력지수
